 [0.390355, -0.237462, -0.325363, -0.437457, -0.011733],
 [-0.430858, 0.465475, 0.098738, 0.261524, 0.146623],
 [0.305174, 0.008193, -0.379726, -0.508810, -0.133848],
 [-0.159297, -0.090877, 0.070725, 0.109956, 0.265701],
 [-0.415245, 0.167336, 0.173897, 0.160850, -0.051583],
 [-0.041323, 0.435697, -0.337948, 0.466327, -0.297856],
 [0.245335, -0.127160, -0.320296, 0.483657, -0.287237],
 [-0.187741, 0.040381, 0.014204, -0.196487, -0.351169],
 [0.293947, 0.190281, -0.311584, -0.159751, -0.185553],
 [0.043079, -0.187257, -0.503717, 0.432060, 0.043992],
 [0.183722, 0.000053, -0.052988, 0.485051, 0.448387],
 [0.287929, 0.073039, 0.457294, 0.035374, -0.345480],
 [0.344414, -0.462492, 0.321578, 0.063416, -0.343212],
 [-0.381611, 0.399050, -0.234505, 0.487276, -0.507731],
 [-0.091085, -0.252377, 0.209535, -0.410848, -0.090822],
 [-0.412032, 0.249008, -0.152359, -0.342072, 0.126895],
 [0.214203, -0.393127, 0.117184, 0.472043, 0.420137],
 [0.058736, -0.002222, 0.477264, 0.246902, 0.195413],
 [-0.156743, 0.100897, 0.439579, 0.271263, -0.508319],
 [0.316442, 0.067378, 0.401177, 0.051239, -0.038548],
 [0.089452, 0.238728, 0.379906, 0.134947, -0.093021],
 [-0.327398, -0.346807, -0.464505, 0.339556, -0.211650],
 [-0.067281, 0.315274, -0.500539, 0.450935, 0.224339],
 [-0.108445, 0.186185, -0.028219, 0.445864, -0.384600],
 [0.453776, 0.328332, -0.182310, -0.049283, -0.497534],
 [-0.202047, 0.176817, -0.353451, -0.058831, -0.039408],
 [-0.457728, -0.280904, 0.156380, -0.027451, 0.108997],
 [-0.047835, -0.052837, 0.491190, -0.072233, 0.370223],
 [0.304549, 0.170085, -0.384508, 0.222365, -0.478064],
 [0.068170, 0.275480, -0.363233, -0.252760, 0.070889],
 [0.224051, 0.238001, 0.418968, -0.066086, 0.134782],
 [-0.207009, -0.010204, 0.489482, -0.344474, -0.292680],
 [-0.301910, 0.143039, -0.439257, -0.161545, 0.431597],
 [-0.428080, 0.314098, -0.347946, 0.228221, 0.276820],
 [-0.419812, -0.504024, -0.309603, 0.401313, 0.223242],
 [0.081257, -0.248174, -0.278465, 0.469587, -0.272527],
 [0.189086, 0.210950, 0.054171, 0.338494, -0.219589],
 [0.176675, -0.443859, 0.439314, -0.278356, -0.258877],
 [-0.257979, -0.146920, -0.070975, 0.335646, 0.028503],
 [0.194408, 0.288714, 0.216075, -0.417456, 0.039609],
 [0.102606, -0.074589, -0.172982, 0.015271, 0.110363],
 [0.192505, -0.073447, 0.357886, -0.264734, -0.507053],
 [0.214835, -0.062849, -0.047649, -0.405957, -0.092401],
 [-0.281010, 0.210325, 0.283404, 0.027461, -0.051375],
 [0.011709, -0.324500, 0.389139, 0.259151, 0.238179],
 [0.024429, -0.107102, 0.265036, 0.024412, 0.048367],
 [0.103359, 0.276410, 0.099646, -0.306158, -0.371488],
 [0.108068, -0.157401, 0.041756, -0.002306, 0.381619],
 [0.219383, 0.060968, 0.287443, 0.027660, 0.133939],
 [0.440419, -0.500015, -0.057346, 0.418263, 0.431680],
 [0.078967, 0.117052, -0.421522, 0.219304, 0.161564],
 [0.067855, 0.291666, 0.388887, 0.053680, -0.285087],
 [0.308335, -0.220932, -0.220589, 0.085251, 0.268192],
 [-0.306499, 0.416528, -0.363895, -0.279400, -0.412437],
 [0.033955, -0.124327, -0.201367, 0.010915, 0.439027],
 [-0.483623, 0.231725, 0.290075, 0.014561, -0.478426],
 [-0.088117, 0.075054, -0.083546, -0.465204, 0.363709],
 [0.098736, 0.134981, 0.406318, 0.148490, 0.408960],
 [0.202083, 0.107758, 0.163815, -0.184713, 0.061186],
 [0.377864, 0.308425, -0.036247, -0.468347, 0.154420],
 [0.409146, 0.088842, -0.015183, -0.486306, -0.084918],
 [0.073908, -0.456140, 0.073008, 0.393683, 0.479898],
 [-0.342630, -0.097686, -0.340380, -0.496160, 0.286523],
 [-0.418642, 0.326638, -0.483364, -0.452679, 0.376031]]\n
